DR1ILINE,DR1DRSTZ,DRABF,DR1DAY,DR1LANG,DR1CCMTX,DR1_030Z,DR1FS,DR1_040Z,DR1IGRMS
4,1,2,6,1,5.40E-79,6,1,2,300
5,1,2,6,1,5.40E-79,6,1,2,515.45
6,1,2,6,1,5,2,1,2,82
7,1,2,6,1,5,2,1,2,160.22
8,1,2,6,1,5,2,1,2,14
9,1,2,6,1,5,2,1,2,7.06
10,1,2,6,1,5,2,1,2,15
11,1,2,6,1,5,2,1,2,15
12,1,2,6,1,5,2,1,2,10
13,1,2,6,1,5.40E-79,2,1,2,507
14,1,2,6,1,5.40E-79,6,1,2,113
15,1,2,6,1,5.40E-79,6,1,2,240
16,1,2,6,1,6,3,1,1,358.88
17,1,2,6,1,6,3,1,1,66.79
18,1,2,6,1,5.40E-79,6,16,2,216
19,1,2,6,1,5.40E-79,6,16,2,109.38
20,1,2,6,1,5.40E-79,6,,1,150
1,1,2,1,1,5.40E-79,7,,1,180
2,1,2,1,1,5.40E-79,7,,1,180
3,1,2,1,1,5.40E-79,7,,1,480
4,1,2,1,1,5.40E-79,1,1,1,88.2
5,1,2,1,1,5.40E-79,1,1,1,183
6,1,2,1,1,5.40E-79,2,1,1,76.97
7,1,2,1,1,5.40E-79,2,1,1,90
8,1,2,1,1,5.40E-79,2,1,1,80
9,1,2,1,1,90,2,1,1,122.5
10,1,2,1,1,90,2,,1,150
11,1,2,1,1,1,7,1,1,180
13,1,2,1,1,1,7,1,1,8.33
14,1,2,1,1,3,3,1,1,56
15,1,2,1,1,3,3,1,1,18.67
16,1,2,1,1,5.40E-79,3,1,1,126
17,1,2,1,1,5.40E-79,3,1,1,183
18,1,2,1,1,5.40E-79,3,1,1,56
1,1,2,7,5,1,7,1,1,201.5
2,1,2,7,5,1,7,1,1,2.5
3,1,2,7,5,5.40E-79,7,1,1,3.6
4,1,2,7,5,5.40E-79,7,1,1,62.5
5,1,2,7,5,90,1,1,1,111.56
6,1,2,7,5,90,1,1,1,111.56
7,1,2,7,5,5.40E-79,1,1,1,75
8,1,2,7,5,5.40E-79,1,1,1,50
9,1,2,7,5,5.40E-79,1,1,1,137.5
10,1,2,7,5,5.40E-79,2,1,1,240.63
11,1,2,7,5,5.40E-79,2,1,1,75
12,1,2,7,5,90,2,1,1,111.56
13,1,2,7,5,90,2,1,1,111.56
14,1,2,7,5,5.40E-79,2,1,1,50
15,1,2,7,5,1,6,3,2,360
16,1,2,7,5,1,6,3,2,15
17,1,2,7,5,5.40E-79,6,16,2,70
18,1,2,7,5,5.40E-79,3,1,1,240.63
19,1,2,7,5,90,3,1,1,111.56
20,1,2,7,5,90,3,1,1,111.56
21,1,2,7,5,5.40E-79,3,1,1,75
1,1,2,1,1,5.40E-79,2,1,1,44
2,1,2,1,1,5.40E-79,2,1,1,81
3,1,2,1,1,9,2,1,1,203.44
4,1,2,1,1,9,2,1,1,6.2
5,1,2,1,1,5.40E-79,2,1,1,496
6,1,2,1,1,5.40E-79,2,1,1,360
7,1,2,1,1,5.40E-79,2,1,1,37.5
8,1,2,1,1,5.40E-79,6,27,2,73.33
9,1,2,1,1,5.40E-79,6,1,2,240
10,1,2,1,1,1,6,27,2,255
11,1,2,1,1,1,6,27,2,12.5
12,1,2,1,1,1,6,27,2,7.5
13,1,2,1,1,5.40E-79,3,1,2,341.25
14,1,2,1,1,5.40E-79,3,1,2,360
15,1,2,1,1,5.40E-79,6,27,2,55
16,1,2,1,1,5.40E-79,6,1,1,60
17,1,2,1,1,5.40E-79,6,1,1,240
1,4,1,1,1,5.40E-79,8,,,
2,4,1,1,1,5.40E-79,8,,,
3,4,1,1,1,5.40E-79,8,,,
4,4,1,1,1,5.40E-79,8,,,
5,4,1,1,1,5.40E-79,8,,,
6,4,1,1,1,5.40E-79,8,,,
7,4,1,1,1,5.40E-79,8,,,
8,4,1,1,1,5.40E-79,8,,,
1,1,2,1,1,1,1,1,1,540
2,1,2,1,1,1,1,1,1,2
3,1,2,1,1,1,1,1,1,17.63
4,1,2,1,1,5.40E-79,1,1,1,507
5,1,2,1,1,2,1,1,1,180
6,1,2,1,1,2,1,1,1,4.17
7,1,2,1,1,5.40E-79,1,1,1,35
8,1,2,1,1,5.40E-79,9,1,1,1014
9,1,2,1,1,5.40E-79,2,1,1,360
10,1,2,1,1,1,7,1,1,270
11,1,2,1,1,1,7,1,1,1
12,1,2,1,1,1,7,1,1,1.96
13,1,2,1,1,5.40E-79,6,1,1,15
14,1,2,1,1,5.40E-79,6,1,1,9
15,1,2,1,1,5.40E-79,6,1,1,24.38
1,1,2,7,1,5.40E-79,1,1,1,1080
2,1,2,7,1,5.40E-79,2,1,1,615
3,1,2,7,1,5,3,3,2,480
4,1,2,7,1,5,3,3,2,30
5,1,2,7,1,5,3,3,2,20
6,1,2,7,1,5,3,3,2,42.53
7,1,2,7,1,5.40E-79,3,,2,1014.45
8,1,2,7,1,5.40E-79,6,25,2,19.94
9,1,2,7,1,5.40E-79,6,25,2,67.5
10,1,2,7,1,5,6,1,1,92
11,1,2,7,1,5,6,1,1,14
1,1,2,3,1,2,1,1,1,74.31
2,1,2,3,1,2,1,1,1,294.85
3,1,2,3,1,5.40E-79,7,3,1,180
4,1,2,3,1,5,3,1,1,112
5,1,2,3,1,5,3,1,1,84
6,1,2,3,1,5,3,1,1,28
7,1,2,3,1,5,3,1,1,42
9,1,2,3,1,5.40E-79,3,27,1,240
1,1,2,7,1,5.40E-79,6,1,1,26
2,1,2,7,1,90,2,1,1,264
3,1,2,7,1,90,2,1,1,136
4,1,2,7,1,5.40E-79,2,1,1,402.5
5,1,2,7,1,5.40E-79,3,1,1,378
6,1,2,7,1,90,3,1,1,256
7,1,2,7,1,90,3,1,1,96
8,1,2,7,1,5.40E-79,3,1,1,620
9,1,2,7,1,5.40E-79,3,1,1,148.5
1,1,2,5,1,5.40E-79,1,1,1,180
2,1,2,5,1,5.40E-79,5,1,1,255
3,1,2,5,1,5.40E-79,6,1,1,20
4,1,2,5,1,5.40E-79,6,1,1,248
5,1,2,5,1,5.40E-79,6,1,1,137.81
6,1,2,5,1,5.40E-79,6,1,1,137.81
7,1,2,5,1,5.40E-79,6,1,1,248
8,1,2,5,1,5.40E-79,3,1,1,529.13
9,1,2,5,1,5.40E-79,6,1,1,40
1,1,2,3,1,5.40E-79,9,1,1,1000.5
2,1,2,3,1,5.40E-79,9,,1,690
3,1,2,3,1,5.40E-79,6,1,1,65
4,1,2,3,1,5.40E-79,4,1,1,67
5,1,2,3,1,9,4,1,1,132
7,1,2,3,1,9,4,1,1,13.2
8,1,2,3,1,5.40E-79,4,1,1,200
9,1,2,3,1,5.40E-79,4,1,1,90
10,1,2,3,1,5.40E-79,6,1,1,42
11,1,2,3,1,5.40E-79,6,1,1,35
1,1,2,6,1,5.40E-79,6,1,1,39.38
2,1,2,6,1,5.40E-79,6,1,1,507
3,1,2,6,1,5,1,7,2,88
4,1,2,6,1,5,1,7,2,40
5,1,2,6,1,5.40E-79,1,7,2,248
6,1,2,6,1,5.40E-79,9,16,2,507
7,1,2,6,1,5.40E-79,2,7,2,249
8,1,2,6,1,4,2,7,2,44
9,1,2,6,1,4,2,7,2,45.94
10,1,2,6,1,5.40E-79,2,7,2,253
11,1,2,6,1,5.40E-79,2,7,2,366
12,1,2,6,1,5.40E-79,3,3,1,162
13,1,2,6,1,12,3,3,1,40
14,1,2,6,1,12,3,3,1,28.5
15,1,2,6,1,5.40E-79,3,1,1,507
16,1,2,6,1,5.40E-79,3,16,1,523.9
1,1,2,2,1,5.40E-79,6,1,1,126
2,1,2,2,1,5.40E-79,6,1,1,744
3,1,2,2,1,5.40E-79,6,1,2,28
4,1,2,2,1,12,1,3,2,64
5,1,2,2,1,12,1,3,2,210
6,1,2,2,1,9,1,3,2,145
7,1,2,2,1,9,1,3,2,56
8,1,2,2,1,5.40E-79,1,3,2,558
9,1,2,2,1,5.40E-79,6,,1,97.13
10,1,2,2,1,5.40E-79,6,1,1,28
11,1,2,2,1,5.40E-79,7,1,1,720
12,1,2,2,1,5.40E-79,6,1,1,15
13,1,2,2,1,5.40E-79,6,1,1,109
14,1,2,2,1,5.40E-79,3,1,1,147
15,1,2,2,1,5.40E-79,3,1,1,372
16,1,2,2,1,5.40E-79,3,1,1,30
1,1,2,6,1,5.40E-79,1,1,1,496
2,1,2,6,1,5,2,1,2,112
3,1,2,6,1,5,2,1,2,112
5,1,2,6,1,5,2,1,2,42
7,1,2,6,1,5.40E-79,2,1,2,14.25
8,1,2,6,1,5.40E-79,2,1,2,40
9,1,2,6,1,5.40E-79,2,17,2,507
10,1,2,6,1,5.40E-79,7,1,1,372
11,1,2,6,1,5.40E-79,6,1,1,30
12,1,2,6,1,5.40E-79,3,2,2,110
13,1,2,6,1,5.40E-79,3,2,2,160
14,1,2,6,1,5.40E-79,3,2,2,24
15,1,2,6,1,3,3,2,2,50
16,1,2,6,1,3,3,2,2,10.5
17,1,2,6,1,3,3,2,2,159.04
18,1,2,6,1,3,3,2,2,80
1,1,2,6,1,5.40E-79,7,,1,315
2,1,2,6,1,5.40E-79,1,1,1,884.5
3,1,2,6,1,5.40E-79,1,1,1,28
4,1,2,6,1,5.40E-79,6,1,1,253
5,1,2,6,1,5.40E-79,6,1,1,14
6,1,2,6,1,5.40E-79,4,1,1,112
7,1,2,6,1,5.40E-79,4,27,1,241.5
8,1,2,6,1,5.40E-79,4,1,1,14
9,1,2,6,1,5.40E-79,4,1,1,44
10,1,2,6,1,5.40E-79,4,1,1,284
1,1,2,7,2,5.40E-79,10,1,1,106.75
2,1,2,7,2,5.40E-79,10,1,1,35
3,1,2,7,2,5.40E-79,10,1,1,180
4,1,2,7,2,5.40E-79,10,1,1,209
5,1,2,7,2,5.40E-79,15,1,1,540
6,1,2,7,2,5.40E-79,15,1,1,92
7,1,2,7,2,5,17,1,1,56
8,1,2,7,2,5,17,1,1,40
10,1,2,7,2,6,12,1,1,214.78
11,1,2,7,2,6,12,1,1,211.16
12,1,2,7,2,6,12,1,1,5
13,1,2,7,2,9,12,1,1,20
14,1,2,7,2,9,12,1,1,0.2
15,1,2,7,2,5.40E-79,15,1,1,180
16,1,2,7,2,5.40E-79,14,1,1,35
17,1,2,7,2,5.40E-79,14,1,1,152.5
18,1,2,7,2,5.40E-79,14,1,1,93
1,1,2,6,1,5.40E-79,7,27,2,360
2,1,2,6,1,5.40E-79,9,16,2,2160
3,1,2,6,1,5.40E-79,1,16,2,100
4,1,2,6,1,5.40E-79,2,16,2,91.13
5,1,2,6,1,5.40E-79,2,16,2,69.38
6,1,2,6,1,5.40E-79,2,16,2,30
7,1,2,6,1,5.40E-79,2,16,2,372
8,1,2,6,1,11,2,16,2,675
9,1,2,6,1,11,2,16,2,75
10,1,2,6,1,14,2,16,2,39.38
11,1,2,6,1,14,2,16,2,65
12,1,2,6,1,1,6,15,2,240
13,1,2,6,1,1,6,15,2,30
14,1,2,6,1,5.40E-79,6,16,2,11.25
15,1,2,6,1,14,6,1,1,22.5
16,1,2,6,1,14,6,1,1,92.25
17,1,2,6,1,5.40E-79,7,16,1,45
1,1,2,6,1,2,1,7,2,27
2,1,2,6,1,2,1,7,2,137.25
3,1,2,6,1,5.40E-79,1,7,2,62
4,1,2,6,1,5.40E-79,2,7,2,248
5,1,2,6,1,5.40E-79,2,7,2,142
6,1,2,6,1,5.40E-79,2,7,2,77
7,1,2,6,1,5.40E-79,6,16,2,124
8,1,2,6,1,5.40E-79,6,1,1,167.75
9,1,2,6,1,5.40E-79,6,1,1,90
10,1,2,6,1,5,3,1,1,57
11,1,2,6,1,5,3,1,1,32
12,1,2,6,1,5,3,1,1,20
13,1,2,6,1,5.40E-79,3,16,1,186
14,1,2,6,1,5.40E-79,3,16,1,170.5
15,1,2,6,1,5.40E-79,6,27,1,119.58
16,1,2,6,1,5.40E-79,6,1,1,155
17,1,2,6,1,5.40E-79,6,16,1,21
1,1,2,6,1,1,1,1,1,180
2,1,2,6,1,1,1,1,1,61
3,1,2,6,1,5.40E-79,1,1,1,20
4,1,2,6,1,5.40E-79,6,1,1,154
5,1,2,6,1,5.40E-79,2,1,1,45
6,1,2,6,1,1,2,1,1,120
7,1,2,6,1,1,2,1,1,1.67
8,1,2,6,1,5.40E-79,2,1,1,7.6
9,1,2,6,1,5.40E-79,2,1,1,14
10,1,2,6,1,90,2,1,1,61.03
11,1,2,6,1,90,2,1,1,45
12,1,2,6,1,1,6,1,1,180
13,1,2,6,1,1,6,1,1,61
14,1,2,6,1,5.40E-79,6,1,1,3.75
15,1,2,6,1,5.40E-79,3,1,1,214
16,1,2,6,1,5.40E-79,3,1,1,37
17,1,2,6,1,5.40E-79,3,1,1,6
18,1,2,6,1,5.40E-79,3,1,1,155
19,1,2,6,1,5.40E-79,6,1,1,140
20,1,2,6,1,5.40E-79,7,1,1,105
1,1,2,3,1,5.40E-79,1,1,1,165
2,1,2,3,1,5.40E-79,1,1,1,434.7
3,1,2,3,1,11,4,1,1,149
4,1,2,3,1,11,4,1,1,77.99
5,1,2,3,1,5.40E-79,4,1,1,92.5
6,1,2,3,1,5.40E-79,4,1,1,360
7,1,2,3,1,5.40E-79,4,1,1,141
8,1,2,3,1,5.40E-79,4,1,1,12.9
9,1,2,3,1,5.40E-79,4,1,1,56
10,1,2,3,1,5.40E-79,7,1,1,561.75
1,1,2,7,1,5.40E-79,1,1,1,55
2,1,2,7,1,5.40E-79,1,1,1,245
3,1,2,7,1,5.40E-79,1,1,1,368
4,1,2,7,1,5.40E-79,6,1,1,6.5
5,1,2,7,1,5.40E-79,2,1,1,48
6,1,2,7,1,5.40E-79,2,1,1,150
7,1,2,7,1,5.40E-79,2,1,1,210
8,1,2,7,1,5.40E-79,6,1,1,50
9,1,2,7,1,5.40E-79,3,1,1,315
10,1,2,7,1,5.40E-79,3,1,1,368
11,1,2,7,1,5.40E-79,3,1,1,12
1,1,2,6,1,5.40E-79,1,1,1,360
2,1,2,6,1,3,1,1,1,58
3,1,2,6,1,3,1,1,1,4.67
4,1,2,6,1,5.40E-79,6,1,2,170
5,1,2,6,1,5.40E-79,2,25,2,106
6,1,2,6,1,5.40E-79,2,25,2,507
7,1,2,6,1,9,2,25,2,22.5
8,1,2,6,1,9,2,25,2,17
9,1,2,6,1,9,2,25,2,85
10,1,2,6,1,5.40E-79,6,1,2,36.5
11,1,2,6,1,5.40E-79,6,,2,507
12,1,2,6,1,5.40E-79,6,24,1,7
13,1,2,6,1,5.40E-79,6,27,1,360
14,1,2,6,1,4,4,19,1,29.4
15,1,2,6,1,4,4,19,1,52.5
16,1,2,6,1,4,4,19,1,25.13
17,1,2,6,1,4,4,19,1,3.33
18,1,2,6,1,4,4,19,1,7.19
19,1,2,6,1,4,4,19,1,7.5
20,1,2,6,1,4,4,19,1,8.44
21,1,2,6,1,5.40E-79,4,27,1,360
22,1,2,6,1,5.40E-79,6,,1,360
23,1,2,6,1,5.40E-79,6,1,1,42.5
1,1,2,5,1,5.40E-79,7,16,1,372
2,1,2,5,1,5.40E-79,6,27,1,50
3,1,2,5,1,5.40E-79,1,1,1,326
4,1,2,5,1,5.40E-79,1,1,1,366
5,1,2,5,1,5.40E-79,7,1,1,366
6,1,2,5,1,5.40E-79,6,1,1,70
7,1,2,5,1,5.40E-79,3,1,1,112
8,1,2,5,1,5.40E-79,3,1,1,372
9,1,2,5,1,5.40E-79,7,1,1,372
10,1,2,5,1,5.40E-79,6,3,2,64
11,1,2,5,1,5.40E-79,6,1,2,372
1,1,2,6,1,90,2,3,1,110.25
2,1,2,6,1,90,2,3,1,48.94
3,1,2,6,1,90,2,3,1,7.06
4,1,2,6,1,5.40E-79,7,1,2,507
5,1,2,6,1,5.40E-79,2,1,1,720
6,1,2,6,1,5.40E-79,7,1,2,180
7,1,2,6,1,5.40E-79,6,6,2,11
8,1,2,6,1,4,3,2,1,58.75
9,1,2,6,1,4,3,2,1,135
10,1,2,6,1,4,3,2,1,1.18
11,1,2,6,1,4,3,2,1,137.81
12,1,2,6,1,5.40E-79,3,1,1,720
1,1,2,1,1,1,7,1,1,180
2,1,2,1,1,1,7,1,1,12.5
3,1,2,1,1,1,7,1,1,15
4,1,2,1,1,1,7,1,1,3.33
5,1,2,1,1,11,1,1,1,187
6,1,2,1,1,11,1,1,1,15
7,1,2,1,1,5.40E-79,1,1,1,152.5
8,1,2,1,1,5.40E-79,6,1,1,159.25
13,1,2,1,1,5.40E-79,6,1,1,115
14,1,2,1,1,5.40E-79,7,1,1,115
15,1,2,1,1,5.40E-79,6,1,1,95
16,1,2,1,1,5.40E-79,6,1,1,12.25
17,1,2,1,1,12,3,1,1,49
18,1,2,1,1,12,3,1,1,16
19,1,2,1,1,5.40E-79,3,1,1,36
20,1,2,1,1,5.40E-79,3,1,1,198.25
1,1,2,1,1,2,1,1,1,89.69
2,1,2,1,1,2,1,1,1,355.85
3,1,2,1,1,5,2,3,2,73
4,1,2,1,1,5,2,3,2,56
6,1,2,1,1,5,2,3,2,85.05
7,1,2,1,1,5.40E-79,2,1,2,542.5
8,1,2,1,1,5.40E-79,2,3,2,402.5
9,1,2,1,1,5.40E-79,2,99,2,402.5
10,1,2,1,1,5.40E-79,3,1,1,134
11,1,2,1,1,5.40E-79,3,1,1,155
12,1,2,1,1,2,6,1,1,41
13,1,2,1,1,2,6,1,1,162.67
14,1,2,1,1,5.40E-79,6,1,1,442.25
1,1,2,6,1,5.40E-79,7,3,2,600
2,1,2,6,1,5.40E-79,9,,2,2028
3,1,2,6,1,9,2,7,2,33.75
4,1,2,6,1,9,2,7,2,20
5,1,2,6,1,5.40E-79,2,27,2,8.75
6,1,2,6,1,5.40E-79,7,16,2,247.85
7,1,2,6,1,5.40E-79,3,16,2,67.68
8,1,2,6,1,5.40E-79,3,16,2,265.63
9,1,2,6,1,10,3,16,2,1.56
10,1,2,6,1,10,3,16,2,6.67
11,1,2,6,1,5.40E-79,3,16,2,20
12,1,2,6,1,5.40E-79,7,,1,660
1,1,2,1,1,2,1,1,1,34.88
2,1,2,1,1,2,1,1,1,183.01
3,1,2,1,1,2,1,1,1,108
4,1,2,1,1,5.40E-79,1,1,1,510
5,1,2,1,1,5,2,1,1,62
6,1,2,1,1,5,2,1,1,112
7,1,2,1,1,5,2,1,1,14
8,1,2,1,1,5,2,1,1,5
9,1,2,1,1,5,2,1,1,20
10,1,2,1,1,5,2,1,1,10
11,1,2,1,1,5.40E-79,2,1,1,42
12,1,2,1,1,5.40E-79,2,,1,630
13,1,2,1,1,5.40E-79,6,27,1,120
14,1,2,1,1,3,6,1,1,24
15,1,2,1,1,3,6,1,1,56.25
16,1,2,1,1,5.40E-79,6,1,1,15
17,1,2,1,1,5.40E-79,6,18,1,240
18,1,2,1,1,5.40E-79,7,,1,315
1,1,2,6,1,5.40E-79,6,1,1,64
2,1,2,6,1,1,1,1,1,178.56
3,1,2,6,1,1,1,1,1,28
4,1,2,6,1,5.40E-79,6,1,1,26
5,1,2,6,1,5.40E-79,6,,1,50.7
6,1,2,6,1,5.40E-79,2,1,1,118.5
7,1,2,6,1,5.40E-79,2,1,1,62
8,1,2,6,1,5.40E-79,6,1,1,9.25
9,1,2,6,1,5.40E-79,4,1,2,126
10,1,2,6,1,5.40E-79,3,1,1,79
11,1,2,6,1,5.40E-79,3,1,1,2.81
12,1,2,6,1,1,7,1,1,122
13,1,2,6,1,1,7,1,1,2.29
1,1,2,7,1,5.40E-79,1,1,1,1389.75
2,1,2,7,1,5.40E-79,7,1,1,507
3,1,2,7,1,5,2,2,2,165
4,1,2,7,1,5,2,2,2,17
5,1,2,7,1,5,2,2,2,5
6,1,2,7,1,5,2,2,2,14
7,1,2,7,1,5,2,2,2,20
8,1,2,7,1,5,2,2,2,8
9,1,2,7,1,5,2,2,2,15
10,1,2,7,1,5.40E-79,2,2,2,28
11,1,2,7,1,5.40E-79,2,2,2,40
12,1,2,7,1,5.40E-79,2,2,2,258.41
13,1,2,7,1,2,6,1,1,52.5
14,1,2,7,1,2,6,1,1,213.51
1,1,2,3,1,5.40E-79,7,16,2,1680
2,1,2,3,1,5.40E-79,2,27,2,260
3,1,2,3,1,5.40E-79,2,1,2,40
4,1,2,3,1,5.40E-79,2,1,2,316
5,1,2,3,1,1,7,15,2,240
6,1,2,3,1,1,7,15,2,2.94
7,1,2,3,1,1,7,15,2,6.25
8,1,2,3,1,5.40E-79,1,1,1,345.63
9,1,2,3,1,5.40E-79,1,1,1,40
10,1,2,3,1,5.40E-79,1,1,1,507
11,1,2,3,1,5.40E-79,6,1,1,21.25
12,1,2,3,1,5.40E-79,6,1,1,507
13,1,2,3,1,5.40E-79,3,1,2,126
14,1,2,3,1,5.40E-79,3,16,2,240
1,1,2,4,1,5.40E-79,1,1,1,90
2,1,2,4,1,5.40E-79,1,1,1,142.5
3,1,2,4,1,3,1,1,1,36
4,1,2,4,1,3,1,1,1,4.67
5,1,2,4,1,5.40E-79,1,1,1,525
6,1,2,4,1,5.40E-79,2,1,1,120
7,1,2,4,1,5.40E-79,2,1,1,158
8,1,2,4,1,5.40E-79,2,1,1,870
9,1,2,4,1,11,6,1,1,158
10,1,2,4,1,11,6,1,1,17
11,1,2,4,1,5.40E-79,6,1,1,36.56
12,1,2,4,1,5.40E-79,6,1,1,525
13,1,2,4,1,11,3,1,2,148.5
14,1,2,4,1,11,3,1,2,30.63
15,1,2,4,1,11,3,1,2,31.13
16,1,2,4,1,11,3,1,2,95.25
17,1,2,4,1,5.40E-79,3,1,2,667
18,1,2,4,1,5.40E-79,3,1,2,870
19,1,2,4,1,5.40E-79,6,1,1,85
20,1,2,4,1,5.40E-79,6,1,1,1740
1,1,2,1,1,5.40E-79,9,,1,240
2,1,2,1,1,90,1,1,1,173.19
3,1,2,1,1,90,1,1,1,50
4,1,2,1,1,5.40E-79,1,1,1,70
5,1,2,1,1,5.40E-79,1,1,1,542.5
6,1,2,1,1,5.40E-79,1,1,1,108.5
7,1,2,1,1,3,1,1,1,12.5
8,1,2,1,1,3,1,1,1,4.67
9,1,2,1,1,5.40E-79,6,1,1,8.5
10,1,2,1,1,5.40E-79,6,24,2,194
11,1,2,1,1,5.40E-79,6,24,2,30
12,1,2,1,1,5.40E-79,6,24,2,542.5
13,1,2,1,1,90,6,24,2,73.31
14,1,2,1,1,90,6,24,2,85
15,1,2,1,1,90,6,24,2,30
16,1,2,1,1,90,6,24,2,39.58
17,1,2,1,1,5.40E-79,6,24,2,507
1,1,2,1,1,1,1,1,1,842.4
2,1,2,1,1,1,1,1,1,16.67
3,1,2,1,1,5.40E-79,7,,1,435
4,1,2,1,1,3,1,1,1,120
5,1,2,1,1,3,1,1,1,42
6,1,2,1,1,3,1,1,1,160
7,1,2,1,1,5.40E-79,1,,1,870
8,1,2,1,1,5.40E-79,2,1,1,180
9,1,2,1,1,5,2,1,1,56
10,1,2,1,1,5,2,1,1,392
11,1,2,1,1,5,2,1,1,5
12,1,2,1,1,5,2,1,1,21
14,1,2,1,1,5.40E-79,9,,1,1305
15,1,2,1,1,5.40E-79,3,16,2,284.63
16,1,2,1,1,5.40E-79,3,16,2,211.14
17,1,2,1,1,5,3,16,2,165
18,1,2,1,1,5,3,16,2,5
19,1,2,1,1,5,3,16,2,14
20,1,2,1,1,5,3,16,2,102
21,1,2,1,1,5,3,16,2,5
22,1,2,1,1,5,3,16,2,15
23,1,2,1,1,5.40E-79,3,16,2,183.6
24,1,2,1,1,5.40E-79,3,16,2,1080
25,1,2,1,1,5.40E-79,6,,1,435
1,1,2,7,2,5.40E-79,11,1,1,110
2,1,2,7,2,5.40E-79,11,1,1,56
3,1,2,7,2,1,11,1,1,360
4,1,2,7,2,1,11,1,1,30
5,1,2,7,2,1,11,1,1,12.5
6,1,2,7,2,5.40E-79,15,1,1,600
7,1,2,7,2,5.40E-79,15,1,1,372
8,1,2,7,2,5.40E-79,13,3,1,233.6
9,1,2,7,2,5.40E-79,13,1,1,449.5
10,1,2,7,2,5.40E-79,17,27,2,667
11,1,2,7,2,5.40E-79,17,27,2,11.5
12,1,2,7,2,5.40E-79,17,27,2,108
13,1,2,7,2,5.40E-79,15,1,1,50
1,1,2,2,1,2,1,1,1,8.75
2,1,2,2,1,2,1,1,1,152.5
3,1,2,2,1,2,1,1,1,8.75
4,1,2,2,1,2,1,1,1,12.5
5,1,2,2,1,2,1,1,1,4
6,1,2,2,1,2,1,1,1,35.5
7,1,2,2,1,1,1,1,1,255
9,1,2,2,1,1,1,1,1,15
10,1,2,2,1,1,1,1,1,1
11,1,2,2,1,5.40E-79,1,1,1,60
12,1,2,2,1,3,1,1,1,9.67
13,1,2,2,1,3,1,1,1,1.67
14,1,2,2,1,5.40E-79,1,1,1,3.67
15,1,2,2,1,6,2,1,1,157.5
16,1,2,2,1,6,2,1,1,25
17,1,2,2,1,6,2,1,1,2.08
18,1,2,2,1,5.40E-79,2,1,1,36
19,1,2,2,1,5.40E-79,2,,1,315
20,1,2,2,1,5.40E-79,2,1,1,180
21,1,2,2,1,5.40E-79,2,16,1,4.5
22,1,2,2,1,1,3,1,1,255
23,1,2,2,1,1,3,1,1,1
24,1,2,2,1,1,3,1,1,15
25,1,2,2,1,5.40E-79,3,,1,315
26,1,2,2,1,5.40E-79,3,16,1,17.5
27,1,2,2,1,5,3,1,1,11
28,1,2,2,1,5,3,1,1,36
29,1,2,2,1,5,3,1,1,7
30,1,2,2,1,5,3,1,1,10.5
31,1,2,2,1,5,3,1,1,4
32,1,2,2,1,5.40E-79,6,1,1,30
33,1,2,2,1,5.40E-79,6,,1,315
1,1,2,6,1,5.40E-79,1,1,1,324
2,1,2,6,1,5,2,1,2,140
3,1,2,6,1,5,2,1,2,14
4,1,2,6,1,5.40E-79,2,1,2,360
5,1,2,6,1,5.40E-79,7,1,2,360
6,1,2,6,1,5.40E-79,3,3,1,117
7,1,2,6,1,4,3,1,1,29.4
8,1,2,6,1,4,3,1,1,70
9,1,2,6,1,4,3,1,1,59.99
10,1,2,6,1,4,3,1,1,40
11,1,2,6,1,5.40E-79,3,1,1,360
12,1,2,6,1,5.40E-79,4,1,1,360
1,1,2,4,2,5.40E-79,1,8,2,45.75
2,1,2,4,2,5.40E-79,1,8,2,40
3,1,2,4,2,5.40E-79,1,8,2,36
4,1,2,4,2,5.40E-79,12,8,2,45
5,1,2,4,2,5.40E-79,12,8,2,39
6,1,2,4,2,5.40E-79,12,8,2,67
7,1,2,4,2,5.40E-79,12,8,2,45.75
8,1,2,4,2,5.40E-79,12,8,2,18
9,1,2,4,2,5.40E-79,17,8,2,3
10,1,2,4,2,5.40E-79,17,8,2,180
11,1,2,4,2,5.40E-79,14,1,1,16.25
12,1,2,4,2,5.40E-79,14,1,1,84
13,1,2,4,2,5.40E-79,14,1,1,101.25
15,1,2,4,2,5.40E-79,14,1,1,18
16,1,2,4,2,5.40E-79,17,1,1,124
17,1,2,4,2,5.40E-79,17,1,1,10
18,1,2,4,2,5.40E-79,17,16,1,10.94
19,1,2,4,2,5.40E-79,17,1,1,120
20,1,2,4,2,5.40E-79,7,1,1,45
1,1,2,7,1,2,1,1,1,45.69
2,1,2,7,1,2,1,1,1,172.84
3,1,2,7,1,5.40E-79,6,27,1,507
4,1,2,7,1,5.40E-79,7,1,1,180
5,1,2,7,1,5.40E-79,6,1,1,37
6,1,2,7,1,5.40E-79,6,1,1,372
7,1,2,7,1,5.40E-79,6,27,2,6.75
8,1,2,7,1,5.40E-79,6,27,2,12.5
9,1,2,7,1,5.40E-79,6,27,2,372
10,1,2,7,1,5.40E-79,6,1,1,28.35
11,1,2,7,1,90,3,3,1,91.69
12,1,2,7,1,90,3,3,1,9
13,1,2,7,1,5.40E-79,3,3,1,40.32
14,1,2,7,1,5.40E-79,3,1,1,300
15,1,2,7,1,5.40E-79,6,1,1,80
